id,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cat19,cat20,cat21,cat22,cat23,cat24,cat25,cat26,cat27,cat28,cat29,cat30,cat31,cat32,cat33,cat34,cat35,cat36,cat37,cat38,cat39,cat40,cat41,cat42,cat43,cat44,cat45,cat46,cat47,cat48,cat49,cat50,cat51,cat52,cat53,cat54,cat55,cat56,cat57,cat58,cat59,cat60,cat61,cat62,cat63,cat64,cat65,cat66,cat67,cat68,cat69,cat70,cat71,cat72,cat73,cat74,cat75,cat76,cat77,cat78,cat79,cat80,cat81,cat82,cat83,cat84,cat85,cat86,cat87,cat88,cat89,cat90,cat91,cat92,cat93,cat94,cat95,cat96,cat97,cat98,cat99,cat100,cat101,cat102,cat103,cat104,cat105,cat106,cat107,cat108,cat109,cat110,cat111,cat112,cat113,cat114,cat115,cat116,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14,loss
293,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,E,D,T,L,D,A,A,E,E,I,K,K,BI,EG,A,AV,AE,A,O,DJ,0.32033,0.681761,0.527991,0.373816,0.302678,0.408772,0.374687,0.32843,0.32128,0.44467,0.327915,0.32157,0.605077,0.310629,942.93
298,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,A,B,B,B,A,A,A,G,H,D,D,D,E,C,A,P,F,A,A,A,E,E,H,F,B,BI,CS,A,AH,BM,F,K,DJ,0.475784,0.555782,0.462347,0.534409,0.889301,0.3735,0.347485,0.36083,0.44352,0.45017,0.291268,0.295524,0.339244,0.256692,2155.94
306,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,C,B,A,A,A,A,A,D,C,E,E,G,E,R,I,A,A,B,G,E,G,I,F,BI,EG,A,AH,L,E,P,HK,0.690392,0.422197,0.280933,0.789639,0.372405,0.637821,0.452425,0.94651,0.68237,0.46672,0.453334,0.443374,0.704052,0.25463,1578.3
308,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,A,A,C,B,D,B,A,A,A,A,A,C,D,C,E,C,D,T,I,A,A,A,G,G,H,K,K,BI,DK,C,U,AF,F,N,HK,0.403067,0.785784,0.728827,0.24439,0.585792,0.550457,0.480422,0.2926,0.38249,0.59869,0.730752,0.717648,0.660756,0.296318,887.54
316,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,A,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,C,E,C,A,D,I,A,A,A,E,F,H,F,A,BI,EG,E,U,AE,A,J,DJ,0.500412,0.620805,0.728827,0.373816,0.718531,0.362016,0.426778,0.25918,0.41471,0.51111,0.415029,0.40609,0.295948,0.299084,1761.22
318,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,A,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,I,A,A,A,F,G,I,F,B,BI,V,A,AV,BM,E,K,GS,0.475784,0.358319,0.54977,0.383428,0.696981,0.326207,0.365369,0.36083,0.39849,0.39599,0.4922,0.481306,0.339244,0.303323,38.4
319,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,D,B,B,D,D,B,D,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,H,A,A,B,D,G,H,G,D,BI,EG,A,AV,BF,A,K,EE,0.380957,0.620805,0.944251,0.195483,0.473767,0.349617,0.584349,0.25461,0.36285,0.31003,0.4922,0.481306,0.295948,0.303433,1231.34
320,B,B,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,A,B,B,B,A,A,A,G,H,D,D,D,E,C,A,P,O,D,A,A,F,H,H,F,B,BI,EB,C,AH,AE,A,K,GS,0.480125,0.358319,0.745801,0.309621,0.61906,0.317735,0.362399,0.26847,0.41471,0.43919,0.6075,0.594646,0.315758,0.236604,442.16
322,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,D,B,C,B,D,B,A,A,A,A,A,C,D,C,E,C,D,T,I,A,A,A,F,F,F,J,E,BI,CL,C,AH,F,A,M,HB,0.376862,0.737068,0.80643,0.393132,0.627218,0.636189,0.763817,0.61229,0.46853,0.57716,0.711942,0.698722,0.572812,0.255006,824.47
324,A,B,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,A,C,B,D,B,A,A,A,C,A,D,B,C,E,E,D,T,M,D,A,A,D,D,K,M,K,K,C,A,E,BK,E,P,CR,0.165709,0.199504,0.419161,0.208655,0.295397,0.301151,0.318537,0.34445,0.22969,0.23545,0.209813,0.207184,0.569546,0.820723,4199.37
325,A,B,A,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,B,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,I,C,A,E,G,H,H,F,B,BI,EG,A,AH,AE,C,K,HK,0.54667,0.620805,0.692825,0.327354,0.87101,0.364464,0.39101,0.26847,0.46226,0.50556,0.705501,0.692256,0.345247,0.235493,4837.14
327,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,C,A,A,C,B,D,B,A,A,A,A,A,C,B,C,E,E,D,T,H,A,A,B,D,E,K,M,K,AB,DX,A,U,BM,A,P,CR,0.192978,0.299102,0.634224,0.54456,0.281143,0.274644,0.360349,0.60087,0.23569,0.27777,0.269248,0.26476,0.605077,0.296812,2284.39
333,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,B,D,E,C,A,P,B,A,A,A,G,I,I,F,B,BI,AI,A,F,AX,J,K,HK,0.520698,0.422197,0.634224,0.432728,0.508483,0.314683,0.370419,0.58354,0.46226,0.38016,0.644013,0.665644,0.339244,0.746686,1246.38
335,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,B,D,B,B,C,B,D,B,A,A,B,A,A,D,D,C,E,C,D,T,H,A,A,A,G,F,F,J,K,BI,EB,A,N,Y,J,M,HK,0.425579,0.620805,0.673861,0.809278,0.525831,0.665573,0.536976,0.92176,0.4832,0.67065,0.695685,0.682413,0.633362,0.604892,8581.98
337,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,C,B,A,A,A,A,A,A,C,A,B,A,A,A,A,A,A,C,A,D,E,E,A,P,H,A,A,A,E,D,I,F,B,BI,BT,A,AF,BO,A,L,BA,0.485918,0.028177,0.174588,0.229617,0.281143,0.290374,0.439501,0.26847,0.34365,0.23545,0.17816,0.176469,0.293178,0.21148,559.54
